fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
5.984220683013888,0.8143554300725705,0.08651893427768309,1.9387742228742906,0.13261882129399227,11.470693980141688,33.93292887073159,0.9976684935558993,3.6695113055258446,0.7049607009414596,8.57914674009566,4
9.747670484073119,0.8867522408620591,0.014858101969333376,0.9872053898704114,0.10643392905832438,32.143853431453906,29.529101581118887,0.9954672246893586,3.3585079206854154,0.5057854428534505,8.831140442904077,4
9.683076668964068,0.6565740532127068,0.146319560485105,4.425247794685061,0.030752326248681162,17.639629729825646,47.74237105183976,0.9972133555360706,3.319298320734169,0.5248984450080058,9.470641710020764,4
10.837018127525063,0.24053089970074243,0.6998533474964426,2.828314102900844,0.0615586846438827,13.9205353725927,56.38710165402274,0.9997563883387337,3.1452506712850754,0.6346336942508508,8.644151883622957,6
6.188816332090378,0.6666591906349097,0.2456058901163527,4.52623082577712,0.037264967590885524,10.817112266275762,27.013989647849854,0.998878502681573,3.6368517430203333,0.5697938979550012,8.910150601082764,4
6.814003974241565,0.7414214219714369,0.17125913367967108,1.4424728925580315,0.07143914296324423,17.630954744950643,63.8435997181517,0.999204638909397,3.5132249993430653,0.3330469725576745,9.74023899755489,4
8.948266114989526,0.7557111108148561,0.055933371201287885,2.4496052887090225,0.078113393422611,10.798240240631301,38.07862693774656,0.9944233032085459,3.263586600874901,0.48818585735137465,9.002879912159623,4
7.054297442615173,0.5696141846246996,0.17250780336776605,2.064021415290477,0.12778724168073458,1.816331926097217,73.70703104835107,0.9946834628490844,3.386560616666193,0.4186576358303469,8.82235370666515,7
8.173697005060067,0.8198802831365114,0.0943341143668901,2.92285006195216,0.15199867926507454,4.875596557437831,23.94073295563689,0.9962577523361827,3.2661992620022176,0.5510059113796474,8.469239637503305,7
8.668092776710454,0.485487502542336,0.3083227795913884,7.447715227027535,0.156702857499179,9.023181474404325,93.04070620117915,0.9992276312588515,3.2326066665906823,0.8875248743346487,11.044848320012855,4
5.287534646539196,0.5419682105507007,0.061831813669358665,2.4966918694586226,0.0512929776699661,12.331563314514748,26.001863340367372,0.995655689933646,3.1808925794979173,0.4480905192155885,8.79952773239323,5
8.600496410625102,0.5995644960312101,0.2666559567300658,4.635512317715636,0.09002873342581327,10.301633972052624,85.42621766735734,0.9980456764817243,3.207801322557125,1.0427675233887097,10.346223209559449,5
4.780928070192675,0.7956528049461047,0.08551104048410427,2.460832724251508,0.10370609423197656,9.170216133540423,71.78398256482241,0.9949906846652692,3.6659597153816197,0.5130813785450662,9.668558600044047,4
8.863575090313557,0.8216276941242526,0.4438467719926306,3.7270980545773633,0.019965034468299635,1.0271880465937273,9.343429493788626,0.9990209320744533,3.086819398867403,1.2737213532815432,8.617892941745465,4
7.5182943079085405,0.5664725677830204,0.24958932310240647,2.208188192839597,0.19471595572813544,37.87633133346665,96.81342378425998,0.9999900862167302,3.1229636556207674,1.1615685297554792,9.71415362286533,4
7.6361829914237,0.5848276904409859,0.1669237578609154,1.847947148651079,0.28330204345012705,42.27973578710432,164.42316014165135,0.9984089140417226,3.084615163499337,1.0627898824137427,9.08400305609411,4
8.920886814008064,0.24930244513579605,0.684928772372499,1.8888005354254314,0.05951176652596005,21.490741749156427,114.95117582209217,0.997045788426958,3.199368734595006,1.0947211365836025,11.357591854537661,7
7.887274260422606,0.7118538339811273,0.44681362010536135,3.628730572888005,0.3177058577442828,5.5630562872319915,70.85502316083775,0.99446939550595,3.348611416508755,1.303132985572386,9.8644800900447,5
5.356643275068066,0.710161531323218,0.16339911200306206,3.853531040892396,0.11200207437803239,3.1828716115993116,50.237310331238184,1.0002833126468298,3.6599176080915656,0.5786501507266615,9.791245852070757,3
9.80524652377426,0.16034250650459667,0.5967766658311286,2.5920922602201366,0.3547304825338846,6.564969622352852,51.09895878546668,0.9989784422314082,2.8499097074806725,1.0230633228877446,8.4127714276828,6
10.114228555402326,0.3220640929560345,0.4202314134887454,4.036894043774597,0.06378054889057228,34.99052183496201,32.67884959205053,0.994044392021615,3.669919210846926,0.7067366670425087,9.419719716512326,5
9.282042681030585,0.33071595481436183,0.34315401363628706,2.9861433480290027,0.0495647641988647,25.96746860105644,29.91875443898228,0.9973219800133999,3.477824710574297,0.42608850389434294,9.886055629958706,5
